,sentiment,weekday,hour,weekday_hour
120,1,5,16,5_16
22,1,5,16,5_16
12,1,5,16,5_16
120,2,5,16,5_16
132,2,5,16,5_16
108,1,5,16,5_16
45,1,5,16,5_16
94,0,5,16,5_16
47,1,5,16,5_16
114,1,5,16,5_16
82,1,5,16,5_16
45,1,5,16,5_16
18,1,5,16,5_16
52,1,5,16,5_16
18,1,5,16,5_16
156,1,5,16,5_16
157,0,5,16,5_16
159,0,5,16,5_16
160,0,5,16,5_16
162,0,5,16,5_16
164,1,5,16,5_16
164,0,5,16,5_16
167,0,5,16,5_16
168,0,5,16,5_16
128,2,5,16,5_16
169,0,5,16,5_16
26,1,5,16,5_16
4,1,5,16,5_16
163,0,5,16,5_16
220,1,5,16,5_16
211,1,5,16,5_16
124,1,5,16,5_16
82,1,5,16,5_16
101,1,5,16,5_16
147,1,5,16,5_16
97,2,5,16,5_16
6,1,5,16,5_16
10,1,5,16,5_16
153,1,5,16,5_16
54,1,5,16,5_16
227,2,5,16,5_16
157,1,5,16,5_16
9,1,5,16,5_16
59,1,5,17,5_17
202,1,5,17,5_17
189,2,5,17,5_17
71,0,5,17,5_17
20,1,5,17,5_17
58,1,5,17,5_17
222,1,5,17,5_17
114,1,5,17,5_17
79,1,5,17,5_17
190,2,5,17,5_17
131,1,5,17,5_17
215,1,5,17,5_17
158,1,5,17,5_17
183,1,5,17,5_17
12,1,5,17,5_17
19,2,5,17,5_17
195,2,5,17,5_17
224,1,5,17,5_17
197,0,5,17,5_17
182,1,5,17,5_17
151,1,5,17,5_17
210,1,5,17,5_17
158,1,5,17,5_17
114,1,5,17,5_17
97,1,5,17,5_17
207,1,5,17,5_17
105,1,5,17,5_17
165,1,5,17,5_17
21,0,5,17,5_17
18,0,5,17,5_17
16,0,5,17,5_17
15,0,5,17,5_17
12,0,5,17,5_17
21,2,5,17,5_17
81,1,5,17,5_17
34,1,5,17,5_17
163,1,5,17,5_17
198,1,5,17,5_17
49,1,5,17,5_17
70,2,5,17,5_17
123,2,5,17,5_17
8,1,5,17,5_17
192,2,5,17,5_17
108,1,5,18,5_18
94,2,5,18,5_18
95,2,5,18,5_18
195,1,5,18,5_18
34,1,5,18,5_18
183,1,5,18,5_18
27,1,5,18,5_18
76,1,5,18,5_18
219,1,5,18,5_18
30,2,5,18,5_18
45,1,5,18,5_18
208,2,5,18,5_18
166,1,5,18,5_18
81,2,5,18,5_18
8,1,5,18,5_18
160,1,5,18,5_18
29,1,5,18,5_18
9,1,5,18,5_18
104,1,5,18,5_18
101,1,5,18,5_18
13,1,5,18,5_18
176,1,5,18,5_18
119,1,5,18,5_18
146,2,5,18,5_18
81,1,5,18,5_18
106,2,5,18,5_18
148,1,5,18,5_18
60,1,5,18,5_18
17,2,5,18,5_18
176,1,5,18,5_18
165,0,5,18,5_18
34,1,5,18,5_18
158,2,5,18,5_18
186,1,5,18,5_18
164,1,5,18,5_18
78,2,5,18,5_18
0,1,5,19,5_19
161,1,5,19,5_19
119,2,5,19,5_19
151,1,5,19,5_19
195,2,5,19,5_19
182,1,5,19,5_19
95,1,5,19,5_19
143,1,5,19,5_19
148,2,5,19,5_19
226,1,5,19,5_19
7,2,5,19,5_19
58,1,5,19,5_19
193,1,5,19,5_19
46,1,5,19,5_19
37,1,5,19,5_19
47,1,5,19,5_19
48,1,5,19,5_19
88,1,5,19,5_19
45,1,5,19,5_19
194,1,5,19,5_19
104,1,5,20,5_20
156,1,5,20,5_20
79,1,5,20,5_20
130,1,5,20,5_20
147,0,5,20,5_20
8,1,5,20,5_20
108,0,5,20,5_20
134,1,5,20,5_20
24,2,5,20,5_20
48,1,5,20,5_20
184,1,5,20,5_20
144,1,5,20,5_20
22,2,5,20,5_20
15,1,5,20,5_20
46,2,5,20,5_20
212,1,5,20,5_20
107,2,5,20,5_20
164,2,5,20,5_20
158,1,5,20,5_20
260,1,5,20,5_20
27,1,5,20,5_20
25,2,5,20,5_20
6,1,5,21,5_21
3,1,5,21,5_21
78,2,5,21,5_21
124,1,5,21,5_21
211,1,5,21,5_21
86,1,5,21,5_21
42,1,5,21,5_21
84,1,5,21,5_21
183,2,5,21,5_21
58,1,5,21,5_21
253,1,5,21,5_21
70,1,5,21,5_21
42,2,5,21,5_21
5,2,5,21,5_21
38,2,5,21,5_21
184,1,5,21,5_21
173,2,5,21,5_21
160,2,5,22,5_22
221,2,5,22,5_22
105,1,5,22,5_22
97,2,5,22,5_22
128,1,5,22,5_22
31,1,5,22,5_22
100,1,5,22,5_22
39,2,5,22,5_22
131,2,5,22,5_22
33,1,5,22,5_22
181,2,5,22,5_22
113,2,5,22,5_22
158,2,5,22,5_22
101,1,5,22,5_22
208,1,5,22,5_22
49,2,5,22,5_22
147,2,5,23,5_23
164,1,5,23,5_23
4,2,5,23,5_23
37,2,5,23,5_23
185,1,5,23,5_23
159,0,5,23,5_23
114,1,5,23,5_23
87,2,5,23,5_23
16,2,5,23,5_23
87,2,5,23,5_23
161,2,5,23,5_23
264,1,5,23,5_23
58,2,5,23,5_23
84,1,6,0,6_0
119,2,6,0,6_0
19,2,6,0,6_0
23,0,6,0,6_0
189,2,6,0,6_0
11,1,6,0,6_0
47,2,6,0,6_0
103,1,6,0,6_0
23,1,6,0,6_0
77,2,6,0,6_0
12,2,6,0,6_0
50,1,6,0,6_0
18,1,6,0,6_0
35,1,6,0,6_0
19,1,6,0,6_0
10,1,6,0,6_0
97,2,6,0,6_0
123,1,6,0,6_0
149,0,6,0,6_0
10,2,6,0,6_0
186,2,6,0,6_0
178,2,6,0,6_0
59,1,6,0,6_0
34,2,6,1,6_1
72,2,6,1,6_1
30,2,6,1,6_1
47,0,6,1,6_1
130,1,6,1,6_1
12,2,6,1,6_1
55,2,6,1,6_1
13,2,6,2,6_2
27,0,6,2,6_2
27,1,6,2,6_2
11,2,6,3,6_3
30,2,6,6,6_6
12,1,6,6,6_6
71,1,6,7,6_7
37,1,6,7,6_7
31,2,6,8,6_8
12,1,6,8,6_8
59,1,6,8,6_8
114,1,6,8,6_8
50,2,6,8,6_8
36,0,6,8,6_8
100,2,6,8,6_8
65,1,6,8,6_8
81,2,6,8,6_8
7,1,6,8,6_8
99,2,6,8,6_8
128,1,6,8,6_8
35,1,6,8,6_8
38,1,6,9,6_9
2,2,6,9,6_9
151,1,6,9,6_9
12,2,6,9,6_9
101,2,6,9,6_9
129,2,6,9,6_9
131,2,6,9,6_9
132,2,6,9,6_9
133,2,6,9,6_9
158,1,6,10,6_10
66,1,6,10,6_10
104,1,6,10,6_10
81,0,6,10,6_10
47,2,6,10,6_10
166,1,6,10,6_10
78,1,6,10,6_10
65,1,6,10,6_10
205,2,6,10,6_10
83,1,6,10,6_10
11,1,6,10,6_10
169,1,6,10,6_10
173,1,6,10,6_10
10,2,6,10,6_10
25,2,6,10,6_10
38,2,6,10,6_10
5,2,6,10,6_10
112,2,6,10,6_10
11,1,6,11,6_11
55,2,6,11,6_11
118,2,6,11,6_11
163,2,6,11,6_11
135,1,6,11,6_11
71,0,6,11,6_11
19,2,6,11,6_11
150,1,6,11,6_11
10,1,6,11,6_11
38,2,6,11,6_11
97,1,6,11,6_11
16,1,6,11,6_11
33,1,6,11,6_11
34,2,6,11,6_11
149,1,6,11,6_11
39,2,6,11,6_11
78,1,6,11,6_11
164,2,6,12,6_12
119,2,6,12,6_12
87,1,6,12,6_12
76,2,6,12,6_12
84,1,6,12,6_12
226,0,6,12,6_12
187,2,6,12,6_12
150,1,6,12,6_12
118,2,6,12,6_12
153,1,6,12,6_12
82,1,6,12,6_12
87,1,6,12,6_12
58,2,6,12,6_12
150,2,6,12,6_12
97,2,6,12,6_12
36,1,6,12,6_12
114,1,6,13,6_13
1,2,6,13,6_13
40,1,6,13,6_13
69,1,6,13,6_13
113,1,6,13,6_13
31,2,6,13,6_13
55,2,6,13,6_13
144,1,6,13,6_13
166,1,6,13,6_13
184,1,6,13,6_13
104,2,6,13,6_13
45,2,6,13,6_13
170,1,6,13,6_13
120,1,6,13,6_13
85,2,6,13,6_13
66,2,6,13,6_13
176,1,6,13,6_13
114,1,6,13,6_13
197,1,6,13,6_13
112,1,6,13,6_13
131,1,6,13,6_13
157,1,6,13,6_13
148,1,6,13,6_13
151,1,6,13,6_13
24,1,6,13,6_13
163,1,6,13,6_13
132,2,6,13,6_13
153,1,6,13,6_13
176,1,6,13,6_13
51,2,6,13,6_13
6,1,6,14,6_14
118,1,6,14,6_14
106,1,6,14,6_14
27,1,6,14,6_14
18,1,6,14,6_14
60,1,6,14,6_14
157,1,6,14,6_14
26,1,6,14,6_14
18,1,6,14,6_14
128,1,6,14,6_14
227,2,6,14,6_14
42,1,6,14,6_14
185,1,6,14,6_14
161,1,6,14,6_14
88,1,6,14,6_14
33,1,6,14,6_14
240,2,6,14,6_14
258,2,6,14,6_14
7,1,6,14,6_14
55,1,6,14,6_14
37,1,6,14,6_14
66,2,6,14,6_14
104,1,6,14,6_14
60,2,6,14,6_14
79,1,6,14,6_14
159,1,6,14,6_14
36,1,6,14,6_14
84,2,6,14,6_14
125,1,6,14,6_14
32,1,6,14,6_14
49,1,6,14,6_14
65,1,6,14,6_14
114,1,6,15,6_15
178,2,6,15,6_15
128,1,6,15,6_15
201,1,6,15,6_15
16,2,6,15,6_15
29,2,6,15,6_15
59,1,6,15,6_15
221,1,6,15,6_15
212,2,6,15,6_15
77,1,6,15,6_15
43,2,6,15,6_15
180,1,6,15,6_15
144,1,6,15,6_15
301,2,6,15,6_15
203,1,6,15,6_15
161,2,6,15,6_15
147,1,6,15,6_15
5,1,6,16,6_16
12,1,6,16,6_16
36,2,6,16,6_16
77,2,6,16,6_16
44,2,6,16,6_16
43,2,6,16,6_16
16,1,6,16,6_16
42,2,6,16,6_16
31,2,6,16,6_16
41,2,6,16,6_16
163,2,6,16,6_16
188,1,6,16,6_16
106,1,6,16,6_16
112,1,6,16,6_16
26,1,6,16,6_16
150,2,6,16,6_16
157,2,6,16,6_16
182,1,6,16,6_16
124,0,6,16,6_16
80,0,6,16,6_16
162,2,6,16,6_16
155,2,6,16,6_16
144,1,6,16,6_16
129,2,6,16,6_16
47,2,6,16,6_16
235,2,6,16,6_16
114,1,6,16,6_16
50,2,6,16,6_16
46,2,6,16,6_16
27,2,6,16,6_16
66,1,6,16,6_16
106,2,6,16,6_16
180,1,6,16,6_16
71,1,6,16,6_16
166,1,6,16,6_16
45,2,6,16,6_16
37,2,6,16,6_16
32,1,6,16,6_16
19,0,6,16,6_16
12,0,6,16,6_16
190,1,6,16,6_16
198,2,6,17,6_17
33,2,6,17,6_17
26,1,6,17,6_17
49,2,6,17,6_17
173,2,6,17,6_17
49,2,6,17,6_17
180,2,6,17,6_17
115,2,6,17,6_17
108,0,6,17,6_17
85,2,6,17,6_17
65,2,6,17,6_17
104,2,6,17,6_17
85,1,6,17,6_17
80,1,6,17,6_17
251,2,6,17,6_17
32,2,6,17,6_17
15,2,6,17,6_17
35,0,6,17,6_17
37,2,6,17,6_17
127,2,6,17,6_17
107,1,6,17,6_17
163,2,6,17,6_17
21,2,6,17,6_17
158,1,6,17,6_17
41,0,6,17,6_17
82,1,6,17,6_17
112,2,6,17,6_17
31,0,6,17,6_17
115,0,6,17,6_17
69,2,6,18,6_18
84,1,6,18,6_18
124,1,6,18,6_18
3,1,6,18,6_18
125,1,6,18,6_18
52,2,6,18,6_18
47,1,6,18,6_18
9,1,6,18,6_18
59,1,6,18,6_18
58,2,6,18,6_18
159,2,6,18,6_18
9,1,6,18,6_18
124,1,6,18,6_18
163,1,6,18,6_18
151,2,6,18,6_18
97,2,6,18,6_18
85,1,6,18,6_18
34,1,6,18,6_18
72,1,6,18,6_18
163,1,6,18,6_18
25,2,6,18,6_18
159,0,6,18,6_18
164,1,6,18,6_18
167,1,6,18,6_18
66,1,6,18,6_18
39,2,6,18,6_18
94,1,6,18,6_18
35,2,6,18,6_18
95,2,6,18,6_18
78,1,6,18,6_18
11,0,6,18,6_18
107,1,6,18,6_18
153,2,6,18,6_18
0,0,6,18,6_18
10,2,6,19,6_19
234,1,6,19,6_19
179,1,6,19,6_19
25,2,6,19,6_19
161,1,6,19,6_19
211,1,6,19,6_19
42,2,6,19,6_19
189,2,6,19,6_19
77,1,6,19,6_19
128,1,6,19,6_19
252,1,6,19,6_19
106,1,6,19,6_19
43,2,6,19,6_19
30,0,6,19,6_19
15,1,6,19,6_19
76,2,6,19,6_19
119,1,6,19,6_19
114,2,6,19,6_19
35,1,6,19,6_19
7,2,6,19,6_19
113,2,6,19,6_19
31,0,6,19,6_19
183,2,6,19,6_19
191,1,6,19,6_19
94,2,6,19,6_19
44,1,6,19,6_19
103,2,6,19,6_19
12,0,6,19,6_19
99,2,6,20,6_20
13,1,6,20,6_20
198,2,6,20,6_20
233,2,6,20,6_20
183,1,6,20,6_20
227,2,6,20,6_20
44,1,6,20,6_20
88,2,6,20,6_20
128,1,6,20,6_20
81,1,6,20,6_20
120,0,6,20,6_20
99,2,6,20,6_20
50,2,6,20,6_20
197,2,6,20,6_20
8,2,6,20,6_20
45,1,6,20,6_20
130,1,6,20,6_20
29,1,6,20,6_20
190,1,6,20,6_20
178,0,6,20,6_20
31,1,6,20,6_20
154,2,6,20,6_20
41,2,6,20,6_20
12,1,6,20,6_20
42,1,6,20,6_20
189,1,6,20,6_20
12,1,6,20,6_20
125,1,6,20,6_20
48,1,6,20,6_20
61,1,6,20,6_20
149,1,6,20,6_20
115,1,6,20,6_20
83,2,6,20,6_20
32,1,6,20,6_20
233,2,6,21,6_21
36,2,6,21,6_21
168,1,6,21,6_21
97,1,6,21,6_21
34,2,6,21,6_21
38,2,6,21,6_21
218,1,6,21,6_21
215,2,6,21,6_21
86,2,6,21,6_21
21,2,6,21,6_21
156,1,6,21,6_21
112,1,6,21,6_21
55,0,6,21,6_21
220,1,6,21,6_21
0,1,6,21,6_21
128,1,6,21,6_21
38,2,6,21,6_21
32,2,6,21,6_21
48,1,6,21,6_21
65,1,6,21,6_21
124,1,6,21,6_21
20,1,6,21,6_21
61,0,6,21,6_21
191,2,6,21,6_21
182,1,6,21,6_21
48,1,6,21,6_21
67,2,6,21,6_21
219,2,6,22,6_22
82,1,6,22,6_22
176,1,6,22,6_22
28,1,6,22,6_22
123,2,6,22,6_22
94,2,6,22,6_22
78,2,6,22,6_22
97,2,6,22,6_22
58,1,6,22,6_22
207,1,6,22,6_22
60,2,6,22,6_22
188,1,6,22,6_22
192,2,6,22,6_22
212,1,6,22,6_22
62,2,6,22,6_22
178,2,6,22,6_22
88,1,6,22,6_22
101,1,6,22,6_22
135,1,6,22,6_22
178,2,6,22,6_22
18,1,6,22,6_22
234,1,6,22,6_22
100,0,6,22,6_22
155,2,6,22,6_22
182,1,6,22,6_22
105,2,6,22,6_22
101,2,6,22,6_22
67,2,6,22,6_22
71,1,6,22,6_22
84,1,6,22,6_22
29,2,6,22,6_22
51,2,6,22,6_22
206,1,6,22,6_22
217,1,6,22,6_22
10,2,6,22,6_22
97,2,6,22,6_22
214,2,6,22,6_22
8,1,6,22,6_22
232,1,6,22,6_22
82,2,6,22,6_22
184,0,6,22,6_22
71,2,6,22,6_22
86,2,6,22,6_22
27,2,6,23,6_23
226,1,6,23,6_23
40,1,6,23,6_23
9,1,6,23,6_23
10,1,6,23,6_23
96,2,6,23,6_23
11,1,6,23,6_23
30,1,6,23,6_23
26,1,6,23,6_23
161,1,6,23,6_23
81,2,6,23,6_23
83,1,6,23,6_23
45,1,6,23,6_23
18,1,6,23,6_23
12,0,6,23,6_23
153,1,6,23,6_23
46,0,6,23,6_23
179,2,6,23,6_23
97,0,6,23,6_23
49,2,6,23,6_23
27,1,6,23,6_23
