,user_id_str,activity
898,53893147,basic_necessities
899,53893147,basic_necessities
900,53893147,basic_necessities
901,53893147,basic_necessities
902,53893147,basic_necessities
903,53893147,basic_necessities
904,53893147,free_time_leisure_activities
905,160932283,travel
906,160932283,basic_necessities
907,37575049,basic_necessities
908,191738379,basic_necessities
909,30035884,travel
910,30035884,travel
911,148017981,free_time_leisure_activities
912,53541705,basic_necessities
913,14397810,basic_necessities
914,55498924,basic_necessities
915,30035884,free_time_leisure_activities
916,7376602,free_time_leisure_activities
917,53541705,basic_necessities
918,2399387766,basic_necessities
919,160932283,basic_necessities
920,53541705,basic_necessities
921,53541705,basic_necessities
922,30035884,free_time_leisure_activities
923,30035884,basic_necessities
924,55498924,basic_necessities
925,55498924,free_time_leisure_activities
926,53541705,basic_necessities
927,14397810,basic_necessities
928,55498924,basic_necessities
929,55498924,basic_necessities
930,55498924,basic_necessities
931,55498924,basic_necessities
932,55498924,basic_necessities
933,55498924,free_time_leisure_activities
934,55498924,basic_necessities
935,55498924,basic_necessities
936,55498924,free_time_leisure_activities
937,30035884,basic_necessities
938,55498924,free_time_leisure_activities
939,53893147,basic_necessities
940,148017981,free_time_leisure_activities
941,53541705,unpaid_activities
942,30035884,basic_necessities
943,53893147,free_time_leisure_activities
944,53893147,free_time_leisure_activities
945,53893147,free_time_leisure_activities
946,53893147,free_time_leisure_activities
947,53893147,free_time_leisure_activities
948,53893147,free_time_leisure_activities
949,53893147,free_time_leisure_activities
950,53893147,free_time_leisure_activities
951,30035884,basic_necessities
952,53541705,basic_necessities
953,30035884,basic_necessities
954,30035884,basic_necessities
955,30035884,travel
956,160932283,basic_necessities
957,160932283,unpaid_activities
958,62536337,basic_necessities
959,30035884,basic_necessities
960,30035884,basic_necessities
961,2399387766,basic_necessities
962,14282045,free_time_leisure_activities
963,30035884,travel
964,14282045,free_time_leisure_activities
965,160932283,basic_necessities
966,148017981,free_time_leisure_activities
967,148017981,free_time_leisure_activities
968,883377606,free_time_leisure_activities
969,96273306,free_time_leisure_activities
970,14397810,basic_necessities
971,53893147,free_time_leisure_activities
972,53893147,free_time_leisure_activities
973,53893147,free_time_leisure_activities
974,53893147,free_time_leisure_activities
975,53893147,free_time_leisure_activities
976,14282045,free_time_leisure_activities
977,7376602,education_training
978,148017981,free_time_leisure_activities
979,53541705,basic_necessities
980,53541705,basic_necessities
981,191738379,free_time_leisure_activities
982,96273306,free_time_leisure_activities
983,14397810,free_time_leisure_activities
984,53541705,basic_necessities
985,30035884,free_time_leisure_activities
986,55498924,basic_necessities
987,160932283,basic_necessities
988,37575049,basic_necessities
989,62536337,basic_necessities
990,2399387766,basic_necessities
991,30035884,basic_necessities
992,14282045,free_time_leisure_activities
993,14397810,basic_necessities
994,53541705,basic_necessities
995,53541705,basic_necessities
996,53541705,free_time_leisure_activities
997,1651882188,basic_necessities
998,53541705,free_time_leisure_activities
999,53541705,free_time_leisure_activities
1000,53541705,free_time_leisure_activities
1001,14282045,free_time_leisure_activities
1002,53541705,free_time_leisure_activities
1003,53893147,free_time_leisure_activities
